respondent_id,persona,age_group,gender,city_tier,education_level,employment_status,shopping_frequency,platform_1,platform_2,platform_3,primary_device,browse_time_before_purchase,cart_abandonment_freq,cart_abandon_reason,cat_fashion,cat_electronics,cat_grocery,cat_beauty,cat_home,cat_books,cat_sports,cat_toys,review_importance_score,discovery_channel,recommendation_acceptance_score,monthly_income_bracket,monthly_spend_bracket,max_single_transaction_value,discount_sensitivity_score,impulse_discount_threshold,preferred_payment_method,loyalty_member,loyalty_member_flag,delivery_importance_score,return_frequency,social_purchase_influence_freq,social_commerce_adoption,repeat_purchase_intent_score,platform_switching_propensity,review_writing_freq,festive_spend_proportion,impulse_trigger_type,ai_personalisation_comfort,will_purchase
1498,urban_professional,55+,Male,Tier 2 city,Undergraduate,Salaried (private),Weekly,Myntra,Nykaa,Meesho,Laptop / desktop,10-30 minutes,Never,N/A - I rarely abandon,0,1,0,0,1,1,0,0,4,Search engine,4,100000-200000,Above 15000,9011.0,2,41-60pct,Debit card,Yes - one programme,1,5,Never,Almost always,Yes occasionally,4,1,Frequently,Less than 10pct,Boredom,3,1
1499,homemaker,35-44,Female,Rural / town,Postgraduate,Homemaker,Monthly,Brand website,Other,Flipkart,Smartphone,10-30 minutes,Rarely,High price / no discount,1,0,1,1,1,0,0,1,5,Social media ads,4,100000-200000,Above 15000,4727.8,2,41-60pct,Cash on delivery,Yes - multiple programmes,1,4,Occasionally,Often,Yes occasionally,3,2,Never,26-50pct,Gifting occasion,2,1
1500,budget_student,18-24,Prefer not to say,Tier 2 city,Undergraduate,Student,Occasionally,Flipkart,Amazon,Meesho,Smartphone,30-60 minutes,Rarely,High price / no discount,0,0,1,0,0,1,0,0,2,Social media ads,3,Below 20000,500-2000,445.09,4,41-60pct,UPI,No but considering,0,4,Occasionally,Often,No but open to it,2,3,Rarely,26-50pct,Boredom,3,0
1501,homemaker,35-44,Female,Tier 2 city,High school or below,Homemaker,Monthly,Brand website,Flipkart,Other,Smartphone,10-30 minutes,Rarely,High delivery charges,1,0,0,0,0,1,0,1,5,Social media ads,3,50000-100000,5000-15000,4104.49,3,41-60pct,Debit card,No not interested,0,3,Frequently,Sometimes,No not interested,3,4,Occasionally,More than 50pct,Gifting occasion,3,1
1502,urban_professional,25-34,Female,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Myntra,Nykaa,Smartphone,30-60 minutes,Sometimes,Found better deal elsewhere,1,1,1,0,0,1,0,0,2,Influencer reviews,3,100000-200000,2000-5000,50357.46,3,10-20pct,Cash on delivery,Yes - one programme,1,5,Frequently,Rarely,No not interested,4,2,Occasionally,10-25pct,Gifting occasion,4,0
1503,budget_student,18-24,Male,Metro (Tier 1),High school or below,Student,Occasionally,Flipkart,Ajio,Myntra,Smartphone,10-30 minutes,Sometimes,Found better deal elsewhere,1,1,0,0,0,0,0,0,5,Friends / family,3,20000-50000,2000-5000,1420.79,5,41-60pct,UPI,No but considering,0,5,Frequently,Often,Yes occasionally,3,5,Occasionally,10-25pct,Flash sale notification,4,1
1504,value_seeker,45-54,Male,Tier 3 city,Postgraduate,Salaried (private),Rarely,Flipkart,Meesho,,Smartphone,30-60 minutes,Sometimes,High delivery charges,0,1,1,0,1,0,0,0,4,Search engine,4,50000-100000,500-2000,4806.36,3,21-40pct,Cash on delivery,Yes - multiple programmes,1,5,Rarely,Sometimes,No not interested,2,1,Rarely,26-50pct,Influencer post,3,1
1505,homemaker,35-44,Female,Metro (Tier 1),Undergraduate,Self-employed,Monthly,Myntra,Meesho,Amazon,Smartphone,10-30 minutes,Sometimes,Found better deal elsewhere,1,0,0,0,1,0,0,0,5,Influencer reviews,3,Below 20000,Under 500,1603.04,5,Discounts dont trigger,UPI,Yes - multiple programmes,1,5,Rarely,Sometimes,No but open to it,2,2,Occasionally,26-50pct,Festive sale,2,1
1506,premium_loyalist,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Myntra,Nykaa,Amazon,Laptop / desktop,Under 10 minutes,Rarely,N/A - I rarely abandon,1,1,0,1,1,1,1,1,4,Platform recommendations,4,100000-200000,Above 15000,8324.75,2,Above 60pct,UPI,No but considering,0,4,Never,Sometimes,Yes occasionally,5,3,Frequently,10-25pct,Flash sale notification,5,1
1507,homemaker,35-44,Female,Tier 2 city,Doctoral,Homemaker,Weekly,Amazon,Flipkart,Myntra,Smartphone,30-60 minutes,Sometimes,N/A - I rarely abandon,0,1,1,1,1,0,0,1,5,Search engine,1,20000-50000,2000-5000,486.36,3,41-60pct,Net banking,No not interested,0,5,Rarely,Rarely,Yes occasionally,4,4,Occasionally,10-25pct,Flash sale notification,2,1
1508,urban_professional,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Amazon,Flipkart,Nykaa,Smartphone,10-30 minutes,Rarely,Just browsing,0,0,0,0,1,0,0,0,4,Search engine,4,100000-200000,2000-5000,9701.77,2,21-40pct,Credit card,Yes - one programme,1,5,Rarely,Almost always,No but open to it,4,3,Occasionally,10-25pct,Flash sale notification,3,1
1509,premium_loyalist,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Brand website,Amazon,Ajio,Smartphone,Under 10 minutes,Rarely,N/A - I rarely abandon,1,1,0,0,1,0,1,0,2,Social media ads,5,20000-50000,2000-5000,976.74,5,Discounts dont trigger,Credit card,Yes - one programme,1,4,Rarely,Rarely,Yes occasionally,5,3,Occasionally,10-25pct,Flash sale notification,3,1
1510,value_seeker,25-34,Male,Tier 3 city,High school or below,Salaried (private),Occasionally,Brand website,Meesho,,Laptop / desktop,10-30 minutes,Almost always,High price / no discount,1,0,1,0,0,0,0,0,4,Social media ads,2,20000-50000,2000-5000,4447.96,4,Discounts dont trigger,Cash on delivery,No not interested,0,5,Occasionally,Rarely,No but open to it,2,3,Frequently,26-50pct,Recommendation email,2,1
1511,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Nykaa,Amazon,,Smartphone,10-30 minutes,Almost always,High price / no discount,1,0,1,0,1,1,1,0,5,Search engine,4,Above 200000,Above 15000,38831.29,2,41-60pct,UPI,Yes - one programme,1,5,Rarely,Sometimes,Yes occasionally,4,1,Rarely,More than 50pct,Flash sale notification,3,1
1512,urban_professional,25-34,Female,Metro (Tier 1),Postgraduate,Salaried (private),Occasionally,Nykaa,Flipkart,,Smartphone,30-60 minutes,Never,N/A - I rarely abandon,1,1,1,0,1,1,0,0,4,Platform recommendations,5,50000-100000,2000-5000,6265.66,3,21-40pct,Credit card,Yes - one programme,1,3,Never,Sometimes,Yes occasionally,4,2,Frequently,10-25pct,Boredom,3,1
1513,urban_professional,45-54,Male,Rural / town,Doctoral,Salaried (private),Occasionally,Flipkart,Amazon,Ajio,Tablet,10-30 minutes,Rarely,Just browsing,1,1,0,0,0,0,0,0,4,Search engine,4,20000-50000,2000-5000,2163.57,4,Discounts dont trigger,UPI,No but considering,0,5,Rarely,Rarely,No but open to it,4,5,Rarely,26-50pct,Boredom,4,1
1514,homemaker,35-44,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Occasionally,Amazon,Ajio,,Smartphone,10-30 minutes,Often,High delivery charges,1,0,1,0,1,0,0,1,3,Social media ads,4,50000-100000,500-2000,5802.96,2,Above 60pct,Credit card,No but considering,0,4,Rarely,Sometimes,Yes occasionally,1,5,Occasionally,10-25pct,Boredom,2,0
1515,premium_loyalist,55+,Male,Tier 2 city,Postgraduate,Salaried (govt.),Weekly,Amazon,Brand website,Myntra,Smartphone,10-30 minutes,Sometimes,Found better deal elsewhere,0,1,1,1,0,1,1,1,4,Search engine,4,50000-100000,5000-15000,4816.54,4,Discounts dont trigger,Net banking,Yes - one programme,1,4,Rarely,Never,Yes regularly,4,3,Occasionally,10-25pct,Flash sale notification,4,1
1516,homemaker,35-44,Female,Tier 2 city,Undergraduate,Homemaker,Occasionally,Myntra,Amazon,Other,Smartphone,10-30 minutes,Often,High price / no discount,1,0,0,0,1,0,0,0,5,Friends / family,4,50000-100000,2000-5000,5175.09,4,Above 60pct,Credit card,Yes - multiple programmes,1,5,Never,Almost always,Yes regularly,2,2,Rarely,More than 50pct,Gifting occasion,4,1
1517,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Weekly,Meesho,Flipkart,Nykaa,Smartphone,Under 10 minutes,Often,High price / no discount,1,0,1,0,0,1,0,0,5,Search engine,5,20000-50000,500-2000,2420.51,4,10-20pct,Debit card,No not interested,0,5,Occasionally,Almost always,No not interested,3,5,Rarely,10-25pct,Festive sale,3,1
1518,urban_professional,35-44,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Weekly,Brand website,Other,,Laptop / desktop,Under 10 minutes,Sometimes,Just browsing,0,1,0,0,0,1,0,0,5,Search engine,4,50000-100000,5000-15000,2436.77,3,Discounts dont trigger,Debit card,Yes - one programme,1,5,Rarely,Often,No not interested,4,3,Rarely,26-50pct,Flash sale notification,4,1
1519,homemaker,35-44,Female,Rural / town,High school or below,Homemaker,Weekly,Meesho,Amazon,Flipkart,Smartphone,10-30 minutes,Sometimes,High delivery charges,0,0,1,0,1,0,0,0,3,Search engine,4,50000-100000,5000-15000,5843.86,2,21-40pct,Net banking,No but considering,0,5,Rarely,Rarely,Yes regularly,3,5,Occasionally,More than 50pct,Flash sale notification,3,0
1520,budget_student,25-34,Female,Tier 2 city,Undergraduate,Student,Occasionally,Myntra,Meesho,,Smartphone,10-30 minutes,Sometimes,Just browsing,0,0,1,0,1,0,0,0,5,Social media ads,5,100000-200000,Above 15000,36683.16,3,41-60pct,Cash on delivery,No not interested,0,4,Occasionally,Almost always,No not interested,3,3,Never,Less than 10pct,Recommendation email,4,1
1521,homemaker,45-54,Female,Tier 3 city,High school or below,Self-employed,Monthly,Myntra,Amazon,Meesho,Laptop / desktop,Under 10 minutes,Sometimes,High price / no discount,0,0,1,0,1,1,0,0,3,Friends / family,1,20000-50000,Under 500,1963.33,4,10-20pct,UPI,No not interested,0,5,Frequently,Often,Yes regularly,2,2,Frequently,Less than 10pct,Influencer post,3,0
1522,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Amazon,Flipkart,Meesho,Smartphone,More than 1 hour,Sometimes,High price / no discount,0,0,0,0,1,0,0,0,3,Search engine,2,20000-50000,Under 500,1120.19,5,21-40pct,Debit card,Yes - multiple programmes,1,4,Rarely,Almost always,No but open to it,4,2,Occasionally,26-50pct,Boredom,3,1
1523,homemaker,18-24,Female,Tier 2 city,High school or below,Homemaker,Monthly,Ajio,Amazon,,Laptop / desktop,Under 10 minutes,Sometimes,Payment issues,1,1,1,1,1,0,0,0,2,Social media ads,3,50000-100000,2000-5000,8862.84,3,41-60pct,UPI,No not interested,0,5,Rarely,Sometimes,No but open to it,3,4,Occasionally,10-25pct,Gifting occasion,3,0
1524,budget_student,25-34,Male,Tier 2 city,Undergraduate,Student,Weekly,Flipkart,Meesho,Myntra,Smartphone,10-30 minutes,Often,Found better deal elsewhere,1,0,0,0,0,1,0,0,4,Influencer reviews,5,20000-50000,500-2000,5371.02,5,Discounts dont trigger,Cash on delivery,No not interested,0,5,Occasionally,Sometimes,Yes occasionally,4,3,Frequently,10-25pct,Recommendation email,4,0
1525,budget_student,18-24,Male,Tier 2 city,Undergraduate,Student,Weekly,Meesho,Flipkart,,Smartphone,More than 1 hour,Often,High price / no discount,0,1,1,1,0,0,0,0,4,Search engine,3,20000-50000,2000-5000,1303.55,4,10-20pct,UPI,No not interested,0,3,Rarely,Sometimes,No not interested,2,4,Rarely,Less than 10pct,Boredom,4,1
1526,budget_student,18-24,Female,Rural / town,Undergraduate,Student,Monthly,Amazon,Meesho,,Smartphone,More than 1 hour,Sometimes,High price / no discount,1,1,0,0,1,0,1,0,4,Platform recommendations,4,Below 20000,500-2000,1577.07,5,Discounts dont trigger,Cash on delivery,No not interested,0,4,Occasionally,Rarely,Yes regularly,2,4,Occasionally,10-25pct,Boredom,3,1
1527,urban_professional,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (govt.),Occasionally,Amazon,Myntra,,Laptop / desktop,10-30 minutes,Rarely,Just browsing,1,1,0,1,0,1,1,0,5,Friends / family,4,20000-50000,500-2000,5337.48,4,10-20pct,Credit card,No not interested,0,2,Occasionally,Never,Yes occasionally,5,3,Rarely,26-50pct,Flash sale notification,3,1
1528,urban_professional,18-24,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Flipkart,Amazon,Ajio,Smartphone,30-60 minutes,Rarely,N/A - I rarely abandon,1,0,0,0,0,1,1,0,4,Search engine,1,100000-200000,Above 15000,8396.58,2,21-40pct,Debit card,No not interested,0,3,Frequently,Sometimes,No but open to it,5,3,Never,10-25pct,Recommendation email,4,1
1529,budget_student,18-24,Male,Tier 2 city,Undergraduate,Student,Monthly,Meesho,Amazon,Flipkart,Smartphone,30-60 minutes,Often,High price / no discount,0,1,1,0,0,1,1,0,5,Platform recommendations,2,50000-100000,5000-15000,1847.15,3,21-40pct,UPI,Yes - multiple programmes,1,3,Occasionally,Sometimes,Yes occasionally,3,2,Occasionally,More than 50pct,Flash sale notification,3,1
1530,value_seeker,35-44,Male,Tier 2 city,Undergraduate,Self-employed,Occasionally,Flipkart,Nykaa,Meesho,Smartphone,Under 10 minutes,Rarely,High price / no discount,0,0,1,0,1,0,1,0,2,Influencer reviews,2,20000-50000,Under 500,1447.68,5,21-40pct,Debit card,No not interested,0,5,Frequently,Sometimes,No not interested,2,3,Rarely,10-25pct,Festive sale,2,1
1531,value_seeker,45-54,Male,Tier 2 city,Undergraduate,Self-employed,Rarely,Flipkart,Nykaa,Meesho,Smartphone,10-30 minutes,Sometimes,High delivery charges,0,1,0,0,0,0,0,0,3,Friends / family,3,20000-50000,2000-5000,1960.89,4,Above 60pct,Debit card,Yes - one programme,1,4,Rarely,Sometimes,Yes regularly,3,3,Occasionally,Less than 10pct,Festive sale,3,0
1532,premium_loyalist,45-54,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Weekly,Amazon,Flipkart,,Smartphone,10-30 minutes,Rarely,N/A - I rarely abandon,0,0,0,1,1,0,0,0,4,Friends / family,1,50000-100000,2000-5000,4990.16,3,10-20pct,Net banking,Yes - one programme,1,5,Rarely,Often,Yes regularly,4,2,Occasionally,10-25pct,Recommendation email,5,1
1533,urban_professional,35-44,Male,Rural / town,Postgraduate,Salaried (private),Weekly,Amazon,Flipkart,Brand website,Smartphone,10-30 minutes,Rarely,High delivery charges,1,0,0,1,1,1,0,1,4,Search engine,3,100000-200000,Above 15000,20481.75,3,21-40pct,UPI,Yes - multiple programmes,1,3,Rarely,Often,No but open to it,4,2,Frequently,26-50pct,Festive sale,4,1
1534,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Myntra,Amazon,,Smartphone,30-60 minutes,Sometimes,High price / no discount,0,0,0,0,0,0,0,0,3,Friends / family,5,20000-50000,Under 500,1951.93,5,Discounts dont trigger,Cash on delivery,Yes - one programme,1,5,Rarely,Often,Yes occasionally,4,2,Occasionally,26-50pct,Recommendation email,2,1
1535,budget_student,18-24,Female,Tier 2 city,Postgraduate,Student,Monthly,Myntra,Amazon,,Smartphone,30-60 minutes,Sometimes,High price / no discount,0,0,0,0,1,1,1,0,5,Friends / family,5,20000-50000,500-2000,1674.05,5,21-40pct,Cash on delivery,No but considering,0,5,Rarely,Sometimes,Yes occasionally,4,4,Rarely,26-50pct,Gifting occasion,4,1
1536,premium_loyalist,25-34,Male,Tier 2 city,Postgraduate,Salaried (private),Weekly,Myntra,Amazon,,Smartphone,Under 10 minutes,Rarely,N/A - I rarely abandon,1,1,1,0,1,1,1,0,4,Friends / family,5,Above 200000,5000-15000,20754.32,1,21-40pct,Debit card,Yes - one programme,1,5,Rarely,Rarely,Yes occasionally,5,3,Frequently,26-50pct,Gifting occasion,4,1
1537,homemaker,35-44,Male,Tier 3 city,Postgraduate,Homemaker,Occasionally,Other,Meesho,Amazon,Smartphone,10-30 minutes,Sometimes,Found better deal elsewhere,1,0,1,1,0,0,0,1,4,Social media ads,3,20000-50000,2000-5000,1878.0,4,Discounts dont trigger,UPI,No not interested,0,4,Rarely,Sometimes,No but open to it,3,3,Rarely,26-50pct,Festive sale,5,1
1538,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Weekly,Flipkart,Amazon,Myntra,Smartphone,10-30 minutes,Sometimes,Found better deal elsewhere,1,1,0,0,0,0,1,0,3,Friends / family,5,20000-50000,Under 500,2369.24,4,10-20pct,UPI,No not interested,0,5,Never,Almost always,No but open to it,3,3,Never,Less than 10pct,Festive sale,3,0
1539,urban_professional,18-24,Male,Tier 3 city,Undergraduate,Salaried (private),Weekly,Brand website,Ajio,Flipkart,Smartphone,10-30 minutes,Rarely,Found better deal elsewhere,1,1,0,1,1,0,1,0,4,Email / app notifications,3,100000-200000,Above 15000,6473.38,2,41-60pct,Credit card,Yes - one programme,1,5,Rarely,Rarely,Yes occasionally,3,2,Frequently,26-50pct,Gifting occasion,3,0
1540,premium_loyalist,35-44,Female,Tier 2 city,Postgraduate,Salaried (private),Daily or almost daily,Myntra,Meesho,Amazon,Laptop / desktop,Under 10 minutes,Rarely,Just browsing,1,1,0,1,0,0,1,1,4,Email / app notifications,4,100000-200000,5000-15000,9701.97,2,41-60pct,UPI,Yes - multiple programmes,1,5,Rarely,Rarely,No not interested,5,3,Never,10-25pct,Recommendation email,3,1
1541,urban_professional,25-34,Male,Metro (Tier 1),Doctoral,Salaried (private),Daily or almost daily,Brand website,Ajio,Amazon,Smartphone,Under 10 minutes,Never,High delivery charges,0,1,1,0,1,0,1,0,3,Social media ads,4,50000-100000,2000-5000,2005.73,2,Above 60pct,UPI,No but considering,0,5,Never,Almost always,No but open to it,4,5,Occasionally,10-25pct,Festive sale,4,1
1542,value_seeker,25-34,Male,Tier 2 city,Postgraduate,Self-employed,Rarely,Myntra,Meesho,Amazon,Laptop / desktop,10-30 minutes,Sometimes,Found better deal elsewhere,1,0,1,1,1,1,1,0,3,Email / app notifications,3,50000-100000,5000-15000,3323.31,3,21-40pct,Net banking,No but considering,0,4,Never,Rarely,No but open to it,2,3,Rarely,10-25pct,Festive sale,2,0
1543,value_seeker,25-34,Female,Metro (Tier 1),Postgraduate,Salaried (govt.),Monthly,Amazon,Brand website,,Smartphone,30-60 minutes,Almost always,High delivery charges,0,1,1,1,1,1,1,0,5,Social media ads,5,20000-50000,Under 500,2363.01,3,21-40pct,UPI,No not interested,0,5,Occasionally,Sometimes,No but open to it,4,4,Occasionally,26-50pct,Influencer post,2,1
1544,value_seeker,45-54,Female,Tier 3 city,Undergraduate,Salaried (private),Weekly,Ajio,Amazon,Meesho,Smartphone,30-60 minutes,Often,Found better deal elsewhere,1,1,1,0,0,1,0,0,5,Friends / family,4,20000-50000,Under 500,1374.33,4,21-40pct,Buy now pay later,Yes - one programme,1,5,Never,Often,No but open to it,2,2,Rarely,More than 50pct,Boredom,2,0
1545,value_seeker,35-44,Female,Tier 2 city,High school or below,Self-employed,Occasionally,Amazon,Meesho,,Smartphone,More than 1 hour,Almost always,High delivery charges,0,0,1,1,0,1,0,0,3,Platform recommendations,3,50000-100000,5000-15000,3771.24,3,21-40pct,Cash on delivery,No but considering,0,2,Rarely,Often,No but open to it,2,3,Occasionally,26-50pct,Recommendation email,1,0
1546,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Amazon,Meesho,Flipkart,Smartphone,30-60 minutes,Often,N/A - I rarely abandon,0,1,1,0,1,0,1,0,4,Friends / family,3,20000-50000,Under 500,2168.76,3,21-40pct,UPI,No but considering,0,4,Never,Often,Yes occasionally,3,4,Rarely,Less than 10pct,Boredom,4,0
1547,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Monthly,Myntra,Flipkart,Amazon,Laptop / desktop,30-60 minutes,Almost always,High delivery charges,1,1,0,0,0,0,0,1,5,Friends / family,3,20000-50000,2000-5000,1779.16,4,Above 60pct,Debit card,No but considering,0,5,Occasionally,Sometimes,Yes regularly,3,4,Frequently,26-50pct,Flash sale notification,3,1
1548,premium_loyalist,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Daily or almost daily,Flipkart,Amazon,,Smartphone,10-30 minutes,Sometimes,N/A - I rarely abandon,1,1,0,1,1,0,1,1,3,Platform recommendations,4,100000-200000,5000-15000,7014.19,3,21-40pct,UPI,Yes - multiple programmes,1,5,Rarely,Sometimes,No but open to it,5,1,Frequently,10-25pct,Flash sale notification,4,1
1549,premium_loyalist,45-54,Male,Metro (Tier 1),Doctoral,Salaried (private),Daily or almost daily,Flipkart,Myntra,,Smartphone,30-60 minutes,Never,N/A - I rarely abandon,1,1,0,1,0,1,1,0,4,Social media ads,5,100000-200000,2000-5000,6943.37,3,21-40pct,Credit card,Yes - one programme,1,4,Rarely,Sometimes,Yes occasionally,5,3,Frequently,10-25pct,Gifting occasion,4,1
1550,premium_loyalist,45-54,Male,Metro (Tier 1),High school or below,Self-employed,Weekly,Nykaa,Brand website,,Smartphone,10-30 minutes,Rarely,High price / no discount,1,0,0,1,1,0,0,0,5,Search engine,5,Above 200000,5000-15000,33640.44,1,21-40pct,Net banking,Yes - one programme,1,4,Occasionally,Often,Yes regularly,5,1,Occasionally,26-50pct,Gifting occasion,2,0
1551,urban_professional,18-24,Male,Tier 2 city,Postgraduate,Salaried (private),Daily or almost daily,Ajio,Flipkart,Amazon,Laptop / desktop,Under 10 minutes,Never,N/A - I rarely abandon,1,0,0,0,0,1,1,0,4,Friends / family,4,50000-100000,500-2000,11166.92,3,Discounts dont trigger,Net banking,Yes - one programme,1,5,Never,Rarely,Yes occasionally,5,2,Never,26-50pct,Festive sale,5,1
1552,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Ajio,Myntra,Flipkart,Smartphone,10-30 minutes,Often,High delivery charges,1,1,1,1,1,0,0,0,4,Platform recommendations,5,100000-200000,2000-5000,16844.14,3,10-20pct,UPI,Yes - one programme,1,1,Occasionally,Sometimes,No not interested,3,4,Never,10-25pct,Gifting occasion,4,1
1553,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Ajio,Nykaa,Brand website,Smartphone,Under 10 minutes,Often,High price / no discount,0,1,0,0,0,1,1,0,5,Friends / family,5,100000-200000,Above 15000,9416.08,2,41-60pct,Net banking,No not interested,0,5,Occasionally,Sometimes,Yes occasionally,4,4,Rarely,26-50pct,Recommendation email,4,1
1554,value_seeker,35-44,Male,Rural / town,Undergraduate,Salaried (private),Monthly,Flipkart,Meesho,Myntra,Smartphone,Under 10 minutes,Sometimes,Just browsing,1,1,0,1,0,0,0,0,4,Search engine,4,20000-50000,Under 500,7750.83,3,41-60pct,Cash on delivery,No not interested,0,3,Never,Often,Yes occasionally,2,4,Occasionally,10-25pct,Festive sale,3,1
1555,urban_professional,25-34,Non-binary,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Ajio,Amazon,Brand website,Laptop / desktop,Under 10 minutes,Rarely,N/A - I rarely abandon,0,1,0,1,0,1,1,1,5,Platform recommendations,4,50000-100000,5000-15000,6124.39,2,Above 60pct,Credit card,No not interested,0,3,Rarely,Almost always,Yes occasionally,4,4,Occasionally,Less than 10pct,Festive sale,4,1
1556,value_seeker,18-24,Female,Tier 3 city,High school or below,Salaried (private),Monthly,Myntra,Brand website,Flipkart,Smartphone,More than 1 hour,Sometimes,High price / no discount,1,0,1,0,0,1,1,0,4,Search engine,4,100000-200000,Above 15000,16448.35,2,Discounts dont trigger,Cash on delivery,No not interested,0,3,Occasionally,Often,No not interested,3,3,Rarely,26-50pct,Gifting occasion,2,0
1557,homemaker,45-54,Female,Tier 2 city,High school or below,Homemaker,Occasionally,Flipkart,Amazon,Meesho,Smartphone,30-60 minutes,Sometimes,Just browsing,0,0,0,1,1,1,0,1,4,Social media ads,4,50000-100000,2000-5000,6182.64,3,Discounts dont trigger,Buy now pay later,No but considering,0,4,Rarely,Often,Yes occasionally,2,3,Frequently,10-25pct,Flash sale notification,2,1
1558,premium_loyalist,25-34,Female,Metro (Tier 1),Postgraduate,Salaried (govt.),Monthly,Myntra,Nykaa,Flipkart,Smartphone,10-30 minutes,Never,Payment issues,1,0,0,0,0,0,0,1,5,Search engine,4,Above 200000,5000-15000,31770.9,1,21-40pct,Credit card,Yes - one programme,1,3,Occasionally,Sometimes,Yes occasionally,5,1,Rarely,26-50pct,Festive sale,3,1
1559,urban_professional,35-44,Female,Tier 2 city,Undergraduate,Salaried (private),Weekly,Myntra,Amazon,Flipkart,Smartphone,30-60 minutes,Rarely,Payment issues,1,0,0,1,0,0,1,0,5,Social media ads,4,50000-100000,5000-15000,8805.54,3,41-60pct,UPI,Yes - one programme,1,2,Occasionally,Almost always,No but open to it,4,1,Frequently,10-25pct,Boredom,5,1
1560,homemaker,25-34,Female,Tier 2 city,Undergraduate,Homemaker,Monthly,Amazon,Meesho,Flipkart,Smartphone,10-30 minutes,Rarely,Just browsing,0,0,1,0,1,0,0,1,5,Social media ads,3,20000-50000,Under 500,1358.58,3,10-20pct,Debit card,No but considering,0,5,Rarely,Never,Yes occasionally,3,3,Frequently,26-50pct,Festive sale,3,1
1561,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Self-employed,Monthly,Flipkart,Amazon,Myntra,Smartphone,30-60 minutes,Rarely,Found better deal elsewhere,1,0,0,0,1,0,1,0,4,Search engine,4,50000-100000,500-2000,5391.75,3,10-20pct,Debit card,No but considering,0,4,Frequently,Often,Yes occasionally,4,3,Rarely,More than 50pct,Recommendation email,4,1
1562,premium_loyalist,35-44,Female,Tier 2 city,Undergraduate,Salaried (private),Occasionally,Flipkart,Amazon,Nykaa,Smartphone,Under 10 minutes,Sometimes,N/A - I rarely abandon,1,1,0,1,1,1,1,1,4,Search engine,5,Above 200000,5000-15000,26374.76,2,21-40pct,UPI,Yes - multiple programmes,1,4,Occasionally,Sometimes,Yes occasionally,4,2,Never,Less than 10pct,Gifting occasion,3,1
1563,budget_student,18-24,Female,Tier 2 city,Undergraduate,Student,Weekly,Flipkart,Amazon,,Smartphone,30-60 minutes,Never,Just browsing,1,0,0,0,0,0,0,0,1,Social media ads,3,20000-50000,2000-5000,2592.31,3,41-60pct,UPI,No but considering,0,5,Never,Sometimes,Yes occasionally,1,3,Never,More than 50pct,Influencer post,1,0
1564,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Daily or almost daily,Other,Myntra,,Laptop / desktop,10-30 minutes,Rarely,Payment issues,1,0,0,1,0,1,0,0,1,Influencer reviews,3,Below 20000,Under 500,1399.72,5,Discounts dont trigger,UPI,No but considering,0,4,Rarely,Sometimes,No but open to it,2,3,Rarely,26-50pct,Festive sale,3,0
1565,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Monthly,Amazon,Brand website,Ajio,Smartphone,More than 1 hour,Often,Found better deal elsewhere,1,1,0,0,0,1,0,0,4,Search engine,4,20000-50000,2000-5000,1616.08,4,21-40pct,UPI,No not interested,0,3,Occasionally,Often,No not interested,3,4,Never,26-50pct,Influencer post,4,0
1566,value_seeker,25-34,Male,Metro (Tier 1),Undergraduate,Self-employed,Monthly,Flipkart,Amazon,,Smartphone,30-60 minutes,Often,Found better deal elsewhere,1,1,1,0,0,0,1,0,4,Platform recommendations,1,50000-100000,5000-15000,4876.82,3,Discounts dont trigger,Net banking,Yes - multiple programmes,1,4,Occasionally,Often,Yes occasionally,3,2,Rarely,26-50pct,Boredom,3,1
